page_url,link_url,link_text,link_type,status,final_url,load_ms,depth,effort,category,timestamp
https://www.site3.com/,https://www.site3.com/,(page itself),Page,Connection Error,https://www.site3.com/,-1,0,High,Error,2026-03-12 22:05:42 EST
